Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,USD,Merchant
20/05/2018 14:06,Saving Bank account 1,Family,misc,"Soap, shampoo, razor",122.0,Expense,INR,1.464,Interac Transfer
19/05/2018 19:26,Cash,Household,Kitchen,flour mill,25.0,Expense,INR,0.3,Target
19/05/2018 15:17,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,15.0,Expense,INR,0.18,Shell
18/05/2018 15:35,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,301.0,Expense,INR,3.612,Amazon
15/05/2018 20:11,Saving Bank account 1,Food,Ice cream,Cookies & cream family pack,135.0,Expense,INR,1.62,Best Buy
15/05/2018 20:11,Cash,Transportation,auto,within city,30.0,Expense,INR,0.36,Amazon
15/05/2018 20:10,Saving Bank account 1,Household,Appliances,LG Washing Machine,21500.0,Expense,INR,258.0,Best Buy
15/05/2018 18:43,Cash,Transportation,auto,Permanent Residence to GH road,50.0,Expense,INR,0.6,eBay
14/05/2018 23:09,Saving Bank account 1,Amazon pay cashback,,,21.0,Income,INR,0.252,Walmart
14/05/2018 23:08,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,301.0,Expense,INR,3.612,Best Buy
14/05/2018 22:49,Cash,Other,,Digilock room charges,40.0,Expense,INR,0.48,Uber
14/05/2018 22:49,Cash,Transportation,auto,Place 2 station to Permanent Residence,50.0,Expense,INR,0.6,Amazon
14/05/2018 18:01,Cash,Food,snacks,Potato chips,15.0,Expense,INR,0.18,eBay
14/05/2018 12:55,Saving Bank account 1,Food,fruits,2 dozens mango + 1kg litchi,1250.0,Expense,INR,15.0,Amazon
14/05/2018 9:47,Cash,Transportation,Train,2 Place 0 to Place 3,40.0,Expense,INR,0.48,Home Depot
14/05/2018 9:47,Cash,Transportation,auto,2 Current Residence to Place 0,40.0,Expense,INR,0.48,Target
13/05/2018 20:18,Cash,Apparel,Laundry,clothes ironing,77.0,Expense,INR,0.924,Amazon
13/05/2018 20:16,Cash,Education,Stationary,Gel pen Refills,12.0,Expense,INR,0.144,Uber
13/05/2018 0:06,Cash,scrap,,,20.0,Income,INR,0.24,Starbucks
13/05/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,eBay
13/05/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Amazon
12/05/2018,Credit Card,Food,Dinner,Domino's Pizza,437.0,Expense,INR,5.244,Starbucks
12/05/2018,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Uber
12/05/2018,Cash,Food,snacks,4 kachori,48.0,Expense,INR,0.576,Starbucks
12/05/2018,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Shell
11/05/2018,Cash,Food,Rajgira ladu,1 packet,20.0,Expense,INR,0.24,Best Buy
10/05/2018,Saving Bank account 1,Food,Ice cream,2 Faluda,80.0,Expense,INR,0.96,eBay
10/05/2018,Saving Bank account 1,Other,,NEFT from Big Share Services,947.0,Income,INR,11.364,Lyft
9/05/2018,Cash,subscription,Newspaper,Mata + TOI + ET,12.0,Expense,INR,0.144,eBay
9/05/2018,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR,0.54,Home Depot
9/05/2018,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Uber
9/05/2018,Credit Card,subscription,Netflix,,199.0,Expense,INR,2.388,Target
8/05/2018,Cash,Food,Sweets,Kaju katli half kg,500.0,Expense,INR,6.0,Amazon
8/05/2018,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Walmart
8/05/2018,Cash,Beauty,grooming,Shaving,50.0,Expense,INR,0.6,Home Depot
7/05/2018,Credit Card,Household,Toiletries,Handwash container2 + window cleaner,1086.0,Expense,INR,13.032,Best Buy
7/05/2018,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR,0.24,Best Buy
7/05/2018,Saving Bank account 1,subscription,Mahanagar Gas,,515.0,Expense,INR,6.18,Home Depot
7/05/2018,Saving Bank account 1,Food,Lunch,Home Food Delivery,430.0,Expense,INR,5.16,Shell
7/05/2018,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Home Depot
7/05/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Lyft
6/05/2018,Saving Bank account 1,Other,,From Family,3000.0,Income,INR,36.0,Amazon
5/05/2018,Cash,Family,Pocket money,,600.0,Expense,INR,7.2,Interac Transfer
4/05/2018,Cash,Household,Kirana,Supermart,37.0,Expense,INR,0.444,Shell
4/05/2018,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Starbucks
3/05/2018,Saving Bank account 1,Food,snacks,Bhaji + vadapav,40.0,Expense,INR,0.48,eBay
2/05/2018,Saving Bank account 1,Food,fruits,Mango 1.5 kg,280.0,Expense,INR,3.36,Lyft
1/05/2018,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Walmart
1/05/2018,Saving Bank account 1,Health,Medicine,ITone eye drops,43.0,Expense,INR,0.516,Home Depot
1/05/2018,Saving Bank account 1,Health,Medicine,Refresh Tears Drop,122.0,Expense,INR,1.464,Best Buy
1/05/2018,Cash,Family,Pocket money,,260.0,Expense,INR,3.12,Interac Transfer
1/05/2018,Saving Bank account 1,Public Provident Fund,,,12500.0,Transfer-Out,INR,150.0,eBay
1/05/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Lyft
1/05/2018,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Shell
30/04/2018 18:25,Cash,Food,snacks,6 kachori,72.0,Expense,INR,0.864,eBay
30/04/2018 18:25,Cash,Household,Kirana,Supermart,165.0,Expense,INR,1.98,Uber
30/04/2018 9:56,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,176.0,Expense,INR,2.112,Uber
30/04/2018 9:48,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR,0.54,Lyft
30/04/2018 9:48,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Lyft
30/04/2018 6:32,Cash,Gift,,To Family,500.0,Expense,INR,6.0,Walmart
29/04/2018 18:28,Saving Bank account 1,Food,beverage,2 sugarcane juice,40.0,Expense,INR,0.48,Uber
29/04/2018 9:36,Saving Bank account 1,Salary,,From workplace ,65134.0,Income,INR,781.608,Uber
28/04/2018 21:03,Credit Card,Food,Dinner,Home Food Delivery,413.0,Expense,INR,4.956,Lyft
28/04/2018 10:04,Cash,Family,Pocket money,,500.0,Expense,INR,6.0,Interac Transfer
27/04/2018 18:30,Cash,Household,Kirana,Supermart,295.0,Expense,INR,3.54,Uber
26/04/2018 20:44,Cash,Food,snacks,Noodles packet,30.0,Expense,INR,0.36,Best Buy
26/04/2018 20:44,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Walmart
26/04/2018 11:30,Cash,Family,Pocket money,,1000.0,Expense,INR,12.0,Interac Transfer
25/04/2018 18:28,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Best Buy
24/04/2018 22:24,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,1.884,Lyft
23/04/2018 18:21,Saving Bank account 1,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,eBay
23/04/2018 15:22,Cash,maid,,,500.0,Expense,INR,6.0,eBay
22/04/2018 21:03,Cash,Food,vegetables,,10.0,Expense,INR,0.12,Uber
22/04/2018 12:35,Cash,Household,Kirana,Supermart,190.0,Expense,INR,2.28,Amazon
22/04/2018 12:35,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Amazon
21/04/2018 23:15,Cash,Food,Ice cream,Naturals,160.0,Expense,INR,1.92,Walmart
21/04/2018 21:15,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR,0.24,eBay
20/04/2018 20:39,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,70.0,Expense,INR,0.84,Home Depot
19/04/2018 20:13,Cash,Household,Kitchen,flour mill,14.0,Expense,INR,0.168,Best Buy
19/04/2018 9:55,Saving Bank account 1,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Amazon
19/04/2018 9:54,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Walmart
17/04/2018 9:04,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Home Depot
16/04/2018 22:40,Saving Bank account 1,Education,Stationary,3 Pens,21.0,Expense,INR,0.252,Starbucks
16/04/2018 20:58,Saving Bank account 1,Apparel,Laundry,clothes ironing,63.0,Expense,INR,0.756,Best Buy
16/04/2018 20:55,Saving Bank account 1,Household,Kirana,Cockroach injection,270.0,Expense,INR,3.24,Uber
16/04/2018 18:26,Saving Bank account 1,Household,Kirana,Supermart,265.0,Expense,INR,3.18,Amazon
16/04/2018 18:26,Credit Card,Household,Kirana,Smart point,450.0,Expense,INR,5.4,Amazon
15/04/2018 19:07,Cash,Food,snacks,pav Bhaji,70.0,Expense,INR,0.84,Lyft
15/04/2018 19:07,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR,0.24,Lyft
15/04/2018 19:06,Credit Card,Household,Kitchen,"Vessels for sugar, coffee and tea",799.0,Expense,INR,9.588,Uber
15/04/2018 14:40,Credit Card,Family,makeup,Body mist,525.0,Expense,INR,6.3,Interac Transfer
15/04/2018 14:40,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR,0.12,eBay
15/04/2018 14:39,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,0.24,eBay
15/04/2018 14:38,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Uber
14/04/2018 22:27,Saving Bank account 1,Household,Kirana,Supermart,107.0,Expense,INR,1.284,Best Buy
14/04/2018 22:24,Saving Bank account 1,Food,Grocery,Pizza base packet 2,40.0,Expense,INR,0.48,Home Depot
14/04/2018 6:31,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR,0.54,Best Buy
14/04/2018 6:31,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Shell
13/04/2018 20:34,Cash,Health,Lab Tests,Family Thyroid Test + CBC,700.0,Expense,INR,8.4,Best Buy
13/04/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,eBay
13/04/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Walmart
12/04/2018,Credit Card,subscription,Netflix,,199.0,Expense,INR,2.388,Target
12/04/2018,Cash,Household,Kirana,,112.0,Expense,INR,1.344,Amazon
12/04/2018,Cash,Food,snacks,Pattice,20.0,Expense,INR,0.24,Shell
12/04/2018,Cash,Food,Lunch,Catering Service,130.0,Expense,INR,1.56,Walmart
10/04/2018,Cash,Food,breakfast,Bread,18.0,Expense,INR,0.216,Uber
10/04/2018,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Amazon
10/04/2018,Saving Bank account 1,Gift,,farewell contribution,250.0,Expense,INR,3.0,Starbucks
9/04/2018,Cash,Food,Grocery,Ginger,10.0,Expense,INR,0.12,Starbucks
9/04/2018,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Walmart
7/04/2018,Credit Card,Household,Kirana,Supermart,1857.0,Expense,INR,22.284,Best Buy
7/04/2018,Cash,Household,Kirana,Pav kg chana dal,24.0,Expense,INR,0.288,Starbucks
7/04/2018,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Walmart
7/04/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Amazon
6/04/2018,Saving Bank account 1,Money transfer,Home,,24500.0,Expense,INR,294.0,Walmart
5/04/2018,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,Starbucks
5/04/2018,Cash,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Walmart
5/04/2018,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Target
5/04/2018,Cash,Food,Lunch,Catering Service,130.0,Expense,INR,1.56,Target
3/04/2018,Saving Bank account 1,Public Provident Fund,,,12500.0,Transfer-Out,INR,150.0,Home Depot
3/04/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Lyft
2/04/2018,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR,0.24,Lyft
2/04/2018,Credit Card,Household,Hardware,Window cleaner,149.0,Expense,INR,1.788,Shell
2/04/2018,Cash,Food,Grocery,Pav kg Lahsoon,24.0,Expense,INR,0.288,Shell
2/04/2018,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR,0.24,Uber
2/04/2018,Cash,Food,Onions,onion 2 kg,36.0,Expense,INR,0.432,Uber
2/04/2018,Cash,maid,,,2000.0,Expense,INR,24.0,Uber
1/04/2018,Saving Bank account 2,Interest,,interest paid,345.0,Income,INR,4.14,Shell
1/04/2018,Saving Bank account 1,Other,,ATM charge,5.9,Expense,INR,0.0708,Shell
1/04/2018,Saving Bank account 1,Other,,ATM charge,24.78,Expense,INR,0.29736,eBay
1/04/2018,Saving Bank account 2,Interest,,interest paid,345.15,Income,INR,4.1418,Walmart
1/04/2018,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Best Buy
1/04/2018,Saving Bank account 1,Money transfer,Home,,10005.9,Expense,INR,120.0708,Home Depot
31/03/2018 21:39,Saving Bank account 1,Food,Ice cream,2 chocobar,45.0,Expense,INR,0.54,Lyft
31/03/2018 19:45,Credit Card,Food,Dinner,Home Food Delivery,244.0,Expense,INR,2.928,Target
31/03/2018 14:48,Saving Bank account 1,Salary,,From workplace ,64636.0,Income,INR,775.632,Home Depot
31/03/2018 13:20,Credit Card,Food,Lunch,Domino's Pizza,419.0,Expense,INR,5.028,Best Buy
31/03/2018 11:32,Saving Bank account 1,Transportation,Bike,Station Parking,10.0,Expense,INR,0.12,Starbucks
31/03/2018 7:36,Saving Bank account 1,Interest,,interest paid,589.0,Income,INR,7.068,Uber
31/03/2018 7:26,Cash,Transportation,Train,Place 0 to Sion returns,30.0,Expense,INR,0.36,Uber
30/03/2018 20:10,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR,0.3,Best Buy
30/03/2018 11:27,Cash,Food,vegetables,Ginger + green chilli,20.0,Expense,INR,0.24,Best Buy
30/03/2018 11:27,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Uber
29/03/2018 20:10,Credit Card,Food,Dinner,At restaurant,1234.0,Expense,INR,14.808,Shell
27/03/2018 19:58,Cash,Food,breakfast,Bread,35.0,Expense,INR,0.42,Home Depot
26/03/2018 13:05,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,Best Buy
26/03/2018 9:55,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,1.884,Lyft
25/03/2018 22:20,Saving Bank account 1,Dividend earned on Shares,,Marico Stocks,40.5,Income,INR,0.486,Lyft
25/03/2018 21:14,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR,0.12,Shell
25/03/2018 21:14,Cash,Food,snacks,Popcorn family pack,25.0,Expense,INR,0.3,Lyft
25/03/2018 21:13,Cash,Food,Tea,2 tea,20.0,Expense,INR,0.24,Best Buy
25/03/2018 21:13,Cash,Food,snacks,2 Frankie,160.0,Expense,INR,1.92,eBay
25/03/2018 21:12,Credit Card,Food,snacks,French crossiant,80.0,Expense,INR,0.96,eBay
25/03/2018 21:12,Credit Card,Food,Tea,IKEA tea 3,240.0,Expense,INR,2.88,Shell
23/03/2018 19:48,Cash,Culture,Books,Finding next Job,100.0,Expense,INR,1.2,Target
22/03/2018 22:30,Saving Bank account 1,Food,flour mill,1 kg Bajari,7.0,Expense,INR,0.084,Target
22/03/2018 22:30,Cash,Food,vegetables,Half kg tomato,15.0,Expense,INR,0.18,Amazon
22/03/2018 20:13,Saving Bank account 1,Household,Kirana,Supermart,153.0,Expense,INR,1.836,Target
22/03/2018 19:31,Saving Bank account 1,Food,snacks,Pickle,150.0,Expense,INR,1.8,Starbucks
22/03/2018 19:31,Cash,Food,snacks,Potato chips,150.0,Expense,INR,1.8,Walmart
22/03/2018 12:50,Cash,Food,Rajgira ladu,1 packet,20.0,Expense,INR,0.24,Best Buy
22/03/2018 12:47,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR,0.864,eBay
21/03/2018 23:13,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,Walmart
21/03/2018 18:41,Credit Card,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,Amazon
21/03/2018 17:26,Cash,Family,Pocket money,,50.0,Expense,INR,0.6,Interac Transfer
20/03/2018 20:13,Credit Card,Food,Dinner,2 Fried rice,246.0,Expense,INR,2.952,Home Depot
20/03/2018 16:30,Saving Bank account 2,Other,,,17.0,Expense,INR,0.204,Home Depot
20/03/2018 16:26,Credit Card,Food,snacks,Chicken lollypop 8 pcs,215.75,Expense,INR,2.589,Walmart
20/03/2018 16:15,Cash,Food,breakfast,Bread,18.0,Expense,INR,0.216,Best Buy
20/03/2018 16:15,Cash,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Walmart
20/03/2018 16:15,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Starbucks
18/03/2018 20:40,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR,0.12,Target
18/03/2018 18:57,Cash,Food,snacks,Dabeli,15.0,Expense,INR,0.18,Shell
18/03/2018 18:47,Credit Card,Family,clothes,Trouser,799.0,Expense,INR,9.588,Interac Transfer
18/03/2018 18:41,Credit Card,Family,clothes,Belt + bow,498.0,Expense,INR,5.976,Interac Transfer
18/03/2018 17:16,Cash,Food,snacks,Papad packet,50.0,Expense,INR,0.6,Best Buy
18/03/2018 17:16,Cash,Food,snacks,1 Panipuri,30.0,Expense,INR,0.36,Walmart
18/03/2018 17:16,Cash,Food,Tea,cutting chai,10.0,Expense,INR,0.12,Uber
18/03/2018 16:16,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,0.24,Best Buy
17/03/2018 22:50,Cash,Food,Lunch,Catering Service,30.0,Expense,INR,0.36,Uber
17/03/2018 13:13,Saving Bank account 1,Food,Milk,Half lit  milk,37.0,Expense,INR,0.444,Walmart
15/03/2018 16:27,Cash,Food,Lunch,Catering Service,60.0,Expense,INR,0.72,Shell
15/03/2018 16:27,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Home Depot
14/03/2018 21:39,Cash,Household,Kirana,Mayonnaise + cheese cubes,140.0,Expense,INR,1.68,eBay
14/03/2018 21:38,Cash,Food,Onions,onion 2 kg,40.0,Expense,INR,0.48,eBay
14/03/2018 6:04,Credit Card,Food,Dinner,Domino's Pizza,578.0,Expense,INR,6.936,Home Depot
14/03/2018 6:03,Share Market Trading,Saving Bank account 1,,Unused funds,42.88,Transfer-Out,INR,0.51456,Best Buy
13/03/2018 12:39,Cash,Family,Pocket money,,480.0,Expense,INR,5.76,Interac Transfer
13/03/2018 9:27,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Uber
13/03/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,Lyft
13/03/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Starbucks
12/03/2018,Saving Bank account 1,Transportation,train,2 Place 3 to Place 2 : Sevagram express 3AC,1293.0,Expense,INR,15.516,Uber
10/03/2018,Cash,Household,Hardware,Mosquito Racket,300.0,Expense,INR,3.6,eBay
10/03/2018,Cash,Health,Health,All out refill,77.0,Expense,INR,0.924,Best Buy
10/03/2018,Cash,Food,Milk,1 lit ,72.0,Expense,INR,0.864,Amazon
10/03/2018,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Target
8/03/2018,Saving Bank account 1,Apparel,Laundry,clothes ironing,91.0,Expense,INR,1.092,Shell
8/03/2018,Cash,Food,Bread,Flatbread 12 pcs,40.0,Expense,INR,0.48,Shell
8/03/2018,Cash,Petty cash,,From Family,500.0,Income,INR,6.0,Home Depot
8/03/2018,Saving Bank account 1,subscription,Mahanagar Gas,,540.0,Expense,INR,6.48,Best Buy
8/03/2018,Cash,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Target
8/03/2018,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Home Depot
8/03/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Walmart
7/03/2018,Saving Bank account 1,Festivals,Holi,Holi Tip to cleaner,20.0,Expense,INR,0.24,Shell
7/03/2018,Saving Bank account 1,Food,snacks,2 Vadapav,30.0,Expense,INR,0.36,eBay
6/03/2018,Cash,Health,Medicine,Thyroid Tablets,172.0,Expense,INR,2.064,Home Depot
6/03/2018,Cash,Health,Medicine,5 Meftal spas,22.0,Expense,INR,0.264,Uber
6/03/2018,Saving Bank account 1,Education,Stationary,Xerox,4.0,Expense,INR,0.048,Best Buy
6/03/2018,Saving Bank account 1,Petty cash,,From Family,3500.0,Income,INR,42.0,Target
6/03/2018,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Shell
6/03/2018,Credit Card,Documents,Courier,Aadhar PUC card delivery,50.0,Expense,INR,0.6,eBay
6/03/2018,Cash,Family,Pocket money,,50.0,Expense,INR,0.6,Interac Transfer
5/03/2018,Cash,Food,Ice cream,chocobar,20.0,Expense,INR,0.24,Shell
5/03/2018,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR,1.944,Lyft
5/03/2018,Credit Card,Household,Kirana,Supermart,1357.0,Expense,INR,16.284,Uber
5/03/2018,Credit Card,Household,Kirana,Smart point,972.0,Expense,INR,11.664,Amazon
5/03/2018,Saving Bank account 1,Other,,blanket sewing,10.0,Expense,INR,0.12,Uber
4/03/2018,Cash,Family,Pocket money,,450.0,Expense,INR,5.4,Interac Transfer
4/03/2018,Cash,Food,Lunch,Catering Service,130.0,Expense,INR,1.56,Amazon
3/03/2018,Saving Bank account 1,Dividend earned on Shares,,ITC Stocks,78.0,Income,INR,0.936,Lyft
3/03/2018,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR,0.432,Shell
2/03/2018,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR,0.18,Lyft
1/03/2018,Credit Card,Food,Dinner,Domino's Pizza,189.0,Expense,INR,2.268,Amazon
1/03/2018,Cash,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Walmart
1/03/2018,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Home Depot
1/03/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Target
1/03/2018,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Starbucks
28/02/2018 20:32,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR,0.54,Home Depot
28/02/2018 20:31,Saving Bank account 1,Food,Milk,Half lit Varna milk,36.0,Expense,INR,0.432,Lyft
28/02/2018 20:31,Credit Card,Food,Onions,onion 1 kg,30.0,Expense,INR,0.36,Lyft
28/02/2018 20:29,Credit Card,Food,Potato,potato 1kg,18.0,Expense,INR,0.216,Walmart
28/02/2018 14:52,Saving Bank account 1,Salary,,From workplace ,64556.0,Income,INR,774.672,Best Buy
27/02/2018 19:44,Credit Card,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,eBay
27/02/2018 13:21,Cash,Food,Lunch,5 chapati,30.0,Expense,INR,0.36,eBay
26/02/2018 22:48,Saving Bank account 1,Food,Milk,1 lit ,73.0,Expense,INR,0.876,Target
26/02/2018 19:32,Saving Bank account 1,Household,Toiletries,Mirror repair,140.0,Expense,INR,1.68,Starbucks
26/02/2018 18:25,Credit Card,Transportation,Bike,First servicing,443.0,Expense,INR,5.316,Best Buy
26/02/2018 12:41,Saving Bank account 1,Food,beverage,chaas,17.0,Expense,INR,0.204,Home Depot
24/02/2018 20:02,Saving Bank account 1,Food,Bread,Flatbread 12 pcs,40.0,Expense,INR,0.48,Starbucks
23/02/2018 22:34,Cash,Health,Medicine,Refresh Tears Drop,128.0,Expense,INR,1.536,Lyft
23/02/2018 7:02,Saving Bank account 1,Food,Rajgira ladu,1 packet,20.0,Expense,INR,0.24,Lyft
23/02/2018 6:59,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR,0.864,Amazon
22/02/2018 23:45,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,1.884,eBay
22/02/2018 20:39,Saving Bank account 1,Food,beverage,Limca,20.0,Expense,INR,0.24,Lyft
22/02/2018 20:38,Saving Bank account 1,Food,Onions,onion 1 kg,20.0,Expense,INR,0.24,Uber
22/02/2018 19:19,Saving Bank account 1,Food,Lunch,Catering Service,192.0,Expense,INR,2.304,Lyft
22/02/2018,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR,132.516,Target
20/02/2018 21:42,Saving Bank account 1,Household,Appliances,Kitchen fan + installation+ repair,2600.0,Expense,INR,31.2,eBay
